Transform,Detail,Approximate,Metric,Value
4,2,7,4,0.0055497
4,3,7,5,0.82182
4,4,7,6,0.00254
4,5,7,7,0.73807
4,6,7,8,0.11024
4,7,7,1,0.53761
4,1,7,2,0.54205
4,2,7,3,0.4727
4,3,7,4,0.0059618
4,4,7,5,0.82412
4,5,7,6,0.0021273
4,6,7,7,0.80637
4,7,7,8,0.11024
4,1,1,1,0.24999
4,2,1,2,0.35157
4,3,1,3,0.49385
4,4,1,4,0.0050099
4,5,1,5,0.80941
4,6,1,6,0.002035
4,7,1,7,0.3761
4,1,1,8,0.0027456
4,2,1,1,0.21883
4,3,1,2,0.34393
4,4,1,3,0.50314
4,5,1,4,0.0049604
4,6,1,5,0.80772
4,7,1,6,0.0037937
4,1,1,7,0.36933
4,2,1,8,0.0027388
4,3,1,1,0.22849
4,4,1,2,0.34648
4,5,1,3,0.39032
4,6,1,4,0.003473
4,7,1,5,0.80846
4,1,1,6,0.001136
4,2,1,7,0.1185
4,3,1,8,0.0027522
4,4,1,1,0.25867
4,5,1,2,0.33663
4,6,1,3,0.56075
4,7,1,4,0.0047591
4,1,1,5,0.81055
4,2,1,6,0.0026523
4,3,1,7,0.56553
4,4,1,8,0.0027398
4,5,1,1,0.21985
4,6,1,2,0.32262
4,7,1,3,0.45144
4,1,1,4,0.0040913
4,2,1,5,0.80783
4,3,1,6,0.002541
4,4,1,7,0.23693
4,5,1,8,0.0027472
4,6,1,1,0.25019
4,7,1,2,0.33347
4,1,1,3,0.54862
4,2,1,4,0.0047089
4,3,1,5,0.80972
4,4,1,6,0.0021462
4,5,1,7,0.51502
4,6,1,8,0.002743
4,7,1,1,0.2438
4,1,1,2,0.38776
4,2,1,3,0.4135
4,3,1,4,0.0050142
4,4,1,5,0.80908
4,5,1,6,0.0023395
4,6,1,7,0.39592
4,7,1,8,0.0027454
4,1,2,1,0.24448
4,2,2,2,0.35262
4,3,2,3,0.47607
4,4,2,4,0.0048556
4,5,2,5,0.80918
4,6,2,6,0.0020596
4,7,2,7,0.34159
4,1,2,8,0.0029732
4,2,2,1,0.2315
4,3,2,2,0.34955
4,4,2,3,0.50876
4,5,2,4,0.0049527
4,6,2,5,0.80832
4,7,2,6,0.003805
4,1,2,7,0.35305
4,2,2,8,0.002968
4,3,2,1,0.23175
4,4,2,2,0.38183
4,5,2,3,0.37321
4,6,2,4,0.0034232
4,7,2,5,0.80857
4,1,2,6,0.0011859
4,2,2,7,0.11556
4,3,2,8,0.0029782
4,4,2,1,0.29973
4,5,2,2,0.35125
4,6,2,3,0.58095
4,7,2,4,0.0047592
4,1,2,5,0.81364
4,2,2,6,0.0026759
4,3,2,7,0.53228
4,4,2,8,0.0029674
4,5,2,1,0.22737
4,6,2,2,0.32782
4,7,2,3,0.47377
4,1,2,4,0.0040883
4,2,2,5,0.8083
4,3,2,6,0.0025665
4,4,2,7,0.22974
4,5,2,8,0.0029732
4,6,2,1,0.26211
4,7,2,2,0.33555
4,1,2,3,0.54365
4,2,2,4,0.004658
4,3,2,5,0.81033
4,4,2,6,0.0021736
4,5,2,7,0.4791
4,6,2,8,0.0029705
4,7,2,1,0.24537
4,1,2,2,0.37968
4,2,2,3,0.42634
4,3,2,4,0.0048996
4,4,2,5,0.8092
4,5,2,6,0.002359
4,6,2,7,0.36442
4,7,2,8,0.0029732
4,1,3,1,0.24668
4,2,3,2,0.34457
4,3,3,3,0.49146
4,4,3,4,0.0048207
4,5,3,5,0.80928
4,6,3,6,0.0020451
4,7,3,7,0.34144
4,1,3,8,0.0025182
4,2,3,1,0.22796
4,3,3,2,0.3384
4,4,3,3,0.50073
4,5,3,4,0.0048674
4,6,3,5,0.80813
4,7,3,6,0.0038011
4,1,3,7,0.33638
4,2,3,8,0.0025098
4,3,3,1,0.23887
4,4,3,2,0.35378
4,5,3,3,0.41046
4,6,3,4,0.0033997
4,7,3,5,0.80899
4,1,3,6,0.0011476
4,2,3,7,0.11536
4,3,3,8,0.0025264
4,4,3,1,0.30517
4,5,3,2,0.36472
4,6,3,3,0.5242
4,7,3,4,0.0046312
4,1,3,5,0.8144
4,2,3,6,0.0026553
4,3,3,7,0.51334
4,4,3,8,0.0025126
4,5,3,1,0.22684
4,6,3,2,0.34853
4,7,3,3,0.42788
4,1,3,4,0.0040437
4,2,3,5,0.80819
4,3,3,6,0.0025754
4,4,3,7,0.21474
4,5,3,8,0.0025177
4,6,3,1,0.26743
4,7,3,2,0.35629
4,1,3,3,0.52565
4,2,3,4,0.0045828
4,3,3,5,0.81098
4,4,3,6,0.0021519
4,5,3,7,0.44298
4,6,3,8,0.0025158
4,7,3,1,0.24545
4,1,3,2,0.38064
4,2,3,3,0.42251
4,3,3,4,0.0048545
4,4,3,5,0.80909
4,5,3,6,0.0023504
4,6,3,7,0.36669
4,7,3,8,0.0025178
4,1,4,1,0.24749
4,2,4,2,0.35724
4,3,4,3,0.48487
4,4,4,4,0.0047971
4,5,4,5,0.8096
4,6,4,6,0.0020585
4,7,4,7,0.33824
4,1,4,8,0.0026713
4,2,4,1,0.22859
4,3,4,2,0.33815
4,4,4,3,0.512
4,5,4,4,0.0049078
4,6,4,5,0.80826
4,7,4,6,0.0038047
4,1,4,7,0.34068
4,2,4,8,0.0026639
4,3,4,1,0.23666
4,4,4,2,0.3604
4,5,4,3,0.40606
4,6,4,4,0.0033993
4,7,4,5,0.80923
4,1,4,6,0.0011832
4,2,4,7,0.12962
4,3,4,8,0.0026786
4,4,4,1,0.57755
4,5,4,2,0.43869
4,6,4,3,0.72292
4,7,4,4,0.0048269
4,1,4,5,0.8673
4,2,4,6,0.00269
4,3,4,7,0.6908
4,4,4,8,0.0026657
4,5,4,1,0.22609
4,6,4,2,0.32675
4,7,4,3,0.43795
4,1,4,4,0.004045
4,2,4,5,0.80835
4,3,4,6,0.0025682
4,4,4,7,0.22218
4,5,4,8,0.0026704
4,6,4,1,0.32501
4,7,4,2,0.37036
4,1,4,3,0.61402
4,2,4,4,0.0047144
4,3,4,5,0.81672
4,4,4,6,0.0021827
4,5,4,7,0.5952
4,6,4,8,0.0026689
4,7,4,1,0.23303
4,1,4,2,0.37689
4,2,4,3,0.4044
4,3,4,4,0.004798
4,4,4,5,0.80857
4,5,4,6,0.0023553
4,6,4,7,0.32674
4,7,4,8,0.002671
4,1,5,1,0.2275
4,2,5,2,0.35484
4,3,5,3,0.44509
4,4,5,4,0.0045343
4,5,5,5,0.80833
4,6,5,6,0.0021179
4,7,5,7,0.27164
4,1,5,8,0.0027318
4,2,5,1,0.21236
4,3,5,2,0.32531
4,4,5,3,0.49261
4,5,5,4,0.0047105
4,6,5,5,0.80747
4,7,5,6,0.0038429
4,1,5,7,0.29081
4,2,5,8,0.0027288
4,3,5,1,0.21925
4,4,5,2,0.33133
4,5,5,3,0.38835
4,6,5,4,0.0031769
4,7,5,5,0.80797
4,1,5,6,0.0012644
4,2,5,7,0.095409
4,3,5,8,0.0027378
4,4,5,1,0.25268
4,5,5,2,0.33371
4,6,5,3,0.54722
4,7,5,4,0.0044759
4,1,5,5,0.8103
4,2,5,6,0.002715
4,3,5,7,0.44439
4,4,5,8,0.0027546
4,5,5,1,0.21189
4,6,5,2,0.32545
4,7,5,3,0.4291
4,1,5,4,0.0039026
4,2,5,5,0.80752
4,3,5,6,0.0026298
4,4,5,7,0.19322
4,5,5,8,0.002751
4,6,5,1,0.23636
4,7,5,2,0.31395
4,1,5,3,0.52904
4,2,5,4,0.0043475
4,3,5,5,0.809
4,4,5,6,0.0022207
4,5,5,7,0.37966
4,6,5,8,0.002756
4,7,5,1,0.224
4,1,5,2,0.36404
4,2,5,3,0.42492
4,3,5,4,0.0045798
4,4,5,5,0.8081
4,5,5,6,0.0024136
4,6,5,7,0.29141
4,7,5,8,0.0027432
4,1,6,1,0.24358
4,2,6,2,0.3533
4,3,6,3,0.49639
4,4,6,4,0.0048621
4,5,6,5,0.80922
4,6,6,6,0.0020499
4,7,6,7,0.3457
4,1,6,8,0.0027031
4,2,6,1,0.22333
4,3,6,2,0.33753
4,4,6,3,0.51074
4,5,6,4,0.0049144
4,6,6,5,0.80792
4,7,6,6,0.0038016
4,1,6,7,0.34597
4,2,6,8,0.0026959
4,3,6,1,0.22947
4,4,6,2,0.35166
4,5,6,3,0.40824
4,6,6,4,0.0034082
4,7,6,5,0.80869
4,1,6,6,0.0011631
4,2,6,7,0.12458
4,3,6,8,0.0027101
4,4,6,1,0.34573
4,5,6,2,0.37326
4,6,6,3,0.63586
4,7,6,4,0.0048009
4,1,6,5,0.81912
4,2,6,6,0.0026722
4,3,6,7,0.65183
4,4,6,8,0.0026975
4,5,6,1,0.22553
4,6,6,2,0.34277
4,7,6,3,0.46142
4,1,6,4,0.004056
4,2,6,5,0.80827
4,3,6,6,0.0025416
4,4,6,7,0.22773
4,5,6,8,0.002699
4,6,6,1,0.30046
4,7,6,2,0.35426
4,1,6,3,0.60253
4,2,6,4,0.0047395
4,3,6,5,0.81383
4,4,6,6,0.0021706
4,5,6,7,0.57619
4,6,6,8,0.0027007
4,7,6,1,0.23267
4,1,6,2,0.35678
4,2,6,3,0.44278
4,3,6,4,0.0048782
4,4,6,5,0.80849
4,5,6,6,0.0023486
4,6,6,7,0.34106
4,7,6,8,0.0027028
4,1,7,1,0.24286
4,2,7,2,0.34088
4,3,7,3,0.49237
4,4,7,4,0.0049312
4,5,7,5,0.80916
4,6,7,6,0.0020445
4,7,7,7,0.37045
4,1,7,8,0.002754
4,2,7,1,0.21557
4,3,7,2,0.34235
4,4,7,3,0.49759
4,5,7,4,0.0049295
4,6,7,5,0.80762
4,7,7,6,0.0037986
4,1,7,7,0.36487
4,2,7,8,0.0027473
4,3,7,1,0.22714
4,4,7,2,0.33866
4,5,7,3,0.38812
4,6,7,4,0.0034244
4,7,7,5,0.80837
4,1,7,6,0.0011539
4,2,7,7,0.11406
4,3,7,8,0.0027605
4,4,7,1,0.24295
4,5,7,2,0.32212
4,6,7,3,0.54589
4,7,7,4,0.0046693
4,1,7,5,0.80945
4,2,7,6,0.0026584
4,3,7,7,0.50131
4,4,7,8,0.0027482
4,5,7,1,0.22107
4,6,7,2,0.3168
4,7,7,3,0.47073
4,1,7,4,0.0040878
4,2,7,5,0.80801
4,3,7,6,0.0025399
4,4,7,7,0.22802
4,5,7,8,0.0027561
4,6,7,1,0.23638
4,7,7,2,0.32373
4,1,7,3,0.5171
4,2,7,4,0.0046376
4,3,7,5,0.80887
4,4,7,6,0.0021509
4,5,7,7,0.45707
4,6,7,8,0.0027513
4,7,7,1,0.24963
4,1,7,2,0.40094
4,2,7,3,0.39233
4,3,7,4,0.0049947
4,4,7,5,0.80947
4,5,7,6,0.0023503
4,6,7,7,0.41052
4,7,7,8,0.0027539
4,1,1,1,0.33319
4,2,1,2,0.36424
4,3,1,3,0.63129
4,4,1,4,0.0052886
4,5,1,5,0.81681
4,6,1,6,0.0022169
4,7,1,7,0.5675
4,1,1,8,0.002378
4,2,1,1,0.30804
4,3,1,2,0.38441
4,4,1,3,0.61718
4,5,1,4,0.0052752
4,6,1,5,0.81477
4,7,1,6,0.0037348
4,1,1,7,0.57884
4,2,1,8,0.0023801
4,3,1,1,0.3057
4,4,1,2,0.3562
4,5,1,3,0.53038
4,6,1,4,0.0042271
4,7,1,5,0.81489
4,1,1,6,0.0013626
4,2,1,7,0.32797
4,3,1,8,0.0023758
4,4,1,1,0.36673
4,5,1,2,0.39342
4,6,1,3,0.71059
4,7,1,4,0.0053541
4,1,1,5,0.82154
4,2,1,6,0.003522
4,3,1,7,0.62497
4,4,1,8,0.0023922
4,5,1,1,0.29962
4,6,1,2,0.37746
4,7,1,3,0.59634
4,1,1,4,0.0046252
4,2,1,5,0.81428
4,3,1,6,0.0025867
4,4,1,7,0.41556
4,5,1,8,0.0023786
4,6,1,1,0.34867
4,7,1,2,0.39993
4,1,1,3,0.65848
4,2,1,4,0.0053755
4,3,1,5,0.81874
4,4,1,6,0.0032018
4,5,1,7,0.63368
4,6,1,8,0.0023884
4,7,1,1,0.33086
4,1,1,2,0.37941
4,2,1,3,0.6353
4,3,1,4,0.0051283
4,4,1,5,0.8166
4,5,1,6,0.0019085
4,6,1,7,0.56586
4,7,1,8,0.0023734
4,1,2,1,0.32172
4,2,2,2,0.3672
4,3,2,3,0.61343
4,4,2,4,0.0052505
4,5,2,5,0.81597
4,6,2,6,0.002219
4,7,2,7,0.54441
4,1,2,8,0.0024776
4,2,2,1,0.30632
4,3,2,2,0.38179
4,4,2,3,0.62095
4,5,2,4,0.005264
4,6,2,5,0.81466
4,7,2,6,0.0037358
4,1,2,7,0.5605
4,2,2,8,0.0024805
4,3,2,1,0.30291
4,4,2,2,0.35262
4,5,2,3,0.51263
4,6,2,4,0.004226
4,7,2,5,0.81476
4,1,2,6,0.0013671
4,2,2,7,0.32738
4,3,2,8,0.0024744
4,4,2,1,0.32784
4,5,2,2,0.38636
4,6,2,3,0.67353
4,7,2,4,0.0053016
4,1,2,5,0.81737
4,2,2,6,0.0035217
4,3,2,7,0.58349
4,4,2,8,0.002492
4,5,2,1,0.29805
4,6,2,2,0.37714
4,7,2,3,0.58723
4,1,2,4,0.0046274
4,2,2,5,0.8142
4,3,2,6,0.0025688
4,4,2,7,0.40106
4,5,2,8,0.0024764
4,6,2,1,0.32054
4,7,2,2,0.39358
4,1,2,3,0.64033
4,2,2,4,0.0053271
4,3,2,5,0.81615
4,4,2,6,0.003202
4,5,2,7,0.59518
4,6,2,8,0.0024883
4,7,2,1,0.33122
4,1,2,2,0.37931
4,2,2,3,0.62266
4,3,2,4,0.0051099
4,4,2,5,0.81668
4,5,2,6,0.0019122
4,6,2,7,0.55604
4,7,2,8,0.0024728
4,1,3,1,0.31923
4,2,3,2,0.36211
4,3,3,3,0.63927
4,4,3,4,0.0052598
4,5,3,5,0.81586
4,6,3,6,0.0022184
4,7,3,7,0.56952
4,1,3,8,0.0022785
4,2,3,1,0.30308
4,3,3,2,0.38244
4,4,3,3,0.6121
4,5,3,4,0.005264
4,6,3,5,0.81448
4,7,3,6,0.0037361
4,1,3,7,0.58023
4,2,3,8,0.0022796
4,3,3,1,0.29958
4,4,3,2,0.35558
4,5,3,3,0.55197
4,6,3,4,0.0042081
4,7,3,5,0.81446
4,1,3,6,0.0013641
4,2,3,7,0.3151
4,3,3,8,0.0022771
4,4,3,1,0.52459
4,5,3,2,0.41899
4,6,3,3,0.71704
4,7,3,4,0.0053729
4,1,3,5,0.84897
4,2,3,6,0.0035246
4,3,3,7,0.63952
4,4,3,8,0.0022923
4,5,3,1,0.29498
4,6,3,2,0.36236
4,7,3,3,0.5743
4,1,3,4,0.0046194
4,2,3,5,0.81405
4,3,3,6,0.0025805
4,4,3,7,0.40089
4,5,3,8,0.0022777
4,6,3,1,0.37753
4,7,3,2,0.40048
4,1,3,3,0.65734
4,2,3,4,0.005386
4,3,3,5,0.82198
4,4,3,6,0.0032042
4,5,3,7,0.64376
4,6,3,8,0.0022886
4,7,3,1,0.31495
4,1,3,2,0.37014
4,2,3,3,0.63475
4,3,3,4,0.0050856
4,4,3,5,0.81549
4,5,3,6,0.001909
4,6,3,7,0.55309
4,7,3,8,0.0022741
4,1,4,1,0.31628
4,2,4,2,0.35984
4,3,4,3,0.63624
4,4,4,4,0.0052502
4,5,4,5,0.81567
4,6,4,6,0.0022182
4,7,4,7,0.56628
4,1,4,8,0.0022971
4,2,4,1,0.30216
4,3,4,2,0.38155
4,4,4,3,0.62286
4,5,4,4,0.0052617
4,6,4,5,0.81448
4,7,4,6,0.003736
4,1,4,7,0.57835
4,2,4,8,0.0022983
4,3,4,1,0.29753
4,4,4,2,0.35313
4,5,4,3,0.54919
4,6,4,4,0.0042068
4,7,4,5,0.81432
4,1,4,6,0.0013636
4,2,4,7,0.31017
4,3,4,8,0.0022956
4,4,4,1,0.62066
4,5,4,2,0.44817
4,6,4,3,0.77852
4,7,4,4,0.0053871
4,1,4,5,0.88133
4,2,4,6,0.0035252
4,3,4,7,0.65224
4,4,4,8,0.0023109
4,5,4,1,0.29344
4,6,4,2,0.36476
4,7,4,3,0.57895
4,1,4,4,0.0046317
4,2,4,5,0.81394
4,3,4,6,0.0025989
4,4,4,7,0.41198
4,5,4,8,0.0022967
4,6,4,1,0.38396
4,7,4,2,0.41031
4,1,4,3,0.71237
4,2,4,4,0.0053912
4,3,4,5,0.82294
4,4,4,6,0.0032046
4,5,4,7,0.64965
4,6,4,8,0.0023072
4,7,4,1,0.31101
4,1,4,2,0.36711
4,2,4,3,0.63397
4,3,4,4,0.0050752
4,4,4,5,0.81522
4,5,4,6,0.0019085
4,6,4,7,0.54689
4,7,4,8,0.0022926
4,1,5,1,0.30717
4,2,5,2,0.36577
4,3,5,3,0.622
4,4,5,4,0.0051626
4,5,5,5,0.81494
4,6,5,6,0.0022213
4,7,5,7,0.51966
4,1,5,8,0.0023722
4,2,5,1,0.29549
4,3,5,2,0.38088
4,4,5,3,0.60769
4,5,5,4,0.0052256
4,6,5,5,0.81396
4,7,5,6,0.0037378
4,1,5,7,0.54563
4,2,5,8,0.002386
4,3,5,1,0.29259
4,4,5,2,0.35019
4,5,5,3,0.53913
4,6,5,4,0.0041602
4,7,5,5,0.81405
4,1,5,6,0.0013703
4,2,5,7,0.30599
4,3,5,8,0.0023719
4,4,5,1,0.3381
4,5,5,2,0.38692
4,6,5,3,0.65288
4,7,5,4,0.0052684
4,1,5,5,0.81847
4,2,5,6,0.003528
4,3,5,7,0.57356
4,4,5,8,0.0023898
4,5,5,1,0.28912
4,6,5,2,0.37685
4,7,5,3,0.57034
4,1,5,4,0.0046143
4,2,5,5,0.81357
4,3,5,6,0.0026086
4,4,5,7,0.38993
4,5,5,8,0.0023677
4,6,5,1,0.32653
4,7,5,2,0.40028
4,1,5,3,0.62922
4,2,5,4,0.005283
4,3,5,5,0.81668
4,4,5,6,0.0032036
4,5,5,7,0.57655
4,6,5,8,0.0023933
4,7,5,1,0.31042
4,1,5,2,0.37001
4,2,5,3,0.61451
4,3,5,4,0.0049989
4,4,5,5,0.81519
4,5,5,6,0.0019138
4,6,5,7,0.51261
4,7,5,8,0.0023689
4,1,6,1,0.31892
4,2,6,2,0.37689
4,3,6,3,0.63809
4,4,6,4,0.0052583
4,5,6,5,0.81572
4,6,6,6,0.002219
4,7,6,7,0.57145
4,1,6,8,0.0023266
4,2,6,1,0.30403
4,3,6,2,0.38931
4,4,6,3,0.6062
4,5,6,4,0.0052666
4,6,6,5,0.81447
4,7,6,6,0.0037366
4,1,6,7,0.58256
4,2,6,8,0.0023281
4,3,6,1,0.29971
4,4,6,2,0.36002
4,5,6,3,0.54314
4,6,6,4,0.0042001
4,7,6,5,0.81442
4,1,6,6,0.0013649
4,2,6,7,0.31779
4,3,6,8,0.0023249
4,4,6,1,0.4498
4,5,6,2,0.4316
4,6,6,3,0.69987
4,7,6,4,0.005374
4,1,6,5,0.83329
4,2,6,6,0.0035248
4,3,6,7,0.64579
4,4,6,8,0.0023404
4,5,6,1,0.29525
4,6,6,2,0.38138
4,7,6,3,0.60185
4,1,6,4,0.0046401
4,2,6,5,0.81398
4,3,6,6,0.0025632
4,4,6,7,0.40991
4,5,6,8,0.0023264
4,6,6,1,0.38105
4,7,6,2,0.42516
4,1,6,3,0.64684
4,2,6,4,0.0053873
4,3,6,5,0.82204
4,4,6,6,0.0032047
4,5,6,7,0.64836
4,6,6,8,0.0023367
4,7,6,1,0.31654
4,1,6,2,0.38471
4,2,6,3,0.63453
4,3,6,4,0.0050821
4,4,6,5,0.81547
4,5,6,6,0.0019097
4,6,6,7,0.55577
4,7,6,8,0.0023221
4,1,7,1,0.32429
4,2,7,2,0.3734
4,3,7,3,0.62495
4,4,7,4,0.0052664
4,5,7,5,0.81612
4,6,7,6,0.0022173
4,7,7,7,0.55811
4,1,7,8,0.0023943
4,2,7,1,0.3059
4,3,7,2,0.37713
4,4,7,3,0.61703
4,5,7,4,0.0052654
4,6,7,5,0.8147
4,7,7,6,0.0037347
4,1,7,7,0.57096
4,2,7,8,0.0023966
4,3,7,1,0.30459
4,4,7,2,0.35487
4,5,7,3,0.52523
4,6,7,4,0.0042185
4,7,7,5,0.81484
4,1,7,6,0.0013643
4,2,7,7,0.32917
4,3,7,8,0.0023918
4,4,7,1,0.34423
4,5,7,2,0.39455
4,6,7,3,0.69705
4,7,7,4,0.0053263
4,1,7,5,0.81901
4,2,7,6,0.0035216
4,3,7,7,0.61073
4,4,7,8,0.0024087
4,5,7,1,0.29925
4,6,7,2,0.37148
4,7,7,3,0.59586
4,1,7,4,0.0046387
4,2,7,5,0.81433
4,3,7,6,0.0026056
4,4,7,7,0.40782
4,5,7,8,0.0023947
4,6,7,1,0.33258
4,7,7,2,0.39291
4,1,7,3,0.66473
4,2,7,4,0.0053506
4,3,7,5,0.81728
4,4,7,6,0.0032014
4,5,7,7,0.6199
4,6,7,8,0.0024049
4,7,7,1,0.33345
4,1,7,2,0.37314
4,2,7,3,0.63387
4,3,7,4,0.0051055
4,4,7,5,0.8169
4,5,7,6,0.0019098
4,6,7,7,0.56596
4,7,7,8,0.0023896
4,1,1,1,0.35196
4,2,1,2,0.37277
4,3,1,3,0.57939
4,4,1,4,0.0053641
4,5,1,5,0.81663
4,6,1,6,0.0022033
4,7,1,7,0.52281
4,1,1,8,0.0041998
4,2,1,1,0.32498
4,3,1,2,0.35124
4,4,1,3,0.60534
4,5,1,4,0.0053074
4,6,1,5,0.81461
4,7,1,6,0.0037559
4,1,1,7,0.51562
4,2,1,8,0.0041976
4,3,1,1,0.31801
4,4,1,2,0.39637
4,5,1,3,0.50521
4,6,1,4,0.0043008
4,7,1,5,0.81476
4,1,1,6,0.0014921
4,2,1,7,0.25227
4,3,1,8,0.0042019
4,4,1,1,0.37239
4,5,1,2,0.37091
4,6,1,3,0.64836
4,7,1,4,0.0052694
4,1,1,5,0.81981
4,2,1,6,0.003005
4,3,1,7,0.61675
4,4,1,8,0.0042187
4,5,1,1,0.323
4,6,1,2,0.38703
4,7,1,3,0.52313
4,1,1,4,0.0047081
4,2,1,5,0.81471
4,3,1,6,0.0026488
4,4,1,7,0.36433
4,5,1,8,0.0041993
4,6,1,1,0.36268
4,7,1,2,0.3849
4,1,1,3,0.62244
4,2,1,4,0.0053606
4,3,1,5,0.81833
4,4,1,6,0.0026503
4,5,1,7,0.58553
4,6,1,8,0.0042154
4,7,1,1,0.35233
4,1,1,2,0.37805
4,2,1,3,0.59711
4,3,1,4,0.0052829
4,4,1,5,0.81683
4,5,1,6,0.0022053
4,6,1,7,0.55136
4,7,1,8,0.004192
4,1,2,1,0.33529
4,2,2,2,0.37639
4,3,2,3,0.56671
4,4,2,4,0.0052974
4,5,2,5,0.81563
4,6,2,6,0.0022158
4,7,2,7,0.50693
4,1,2,8,0.0043752
4,2,2,1,0.32165
4,3,2,2,0.34811
4,4,2,3,0.59451
4,5,2,4,0.0053031
4,6,2,5,0.81438
4,7,2,6,0.0037637
4,1,2,7,0.50145
4,2,2,8,0.0043736
4,3,2,1,0.31024
4,4,2,2,0.39924
4,5,2,3,0.49538
4,6,2,4,0.0042939
4,7,2,5,0.8143
4,1,2,6,0.0015093
4,2,2,7,0.25215
4,3,2,8,0.0043768
4,4,2,1,0.33386
4,5,2,2,0.35246
4,6,2,3,0.61524
4,7,2,4,0.0052034
4,1,2,5,0.81622
4,2,2,6,0.0030087
4,3,2,7,0.55476
4,4,2,8,0.0043942
4,5,2,1,0.31544
4,6,2,2,0.33468
4,7,2,3,0.53755
4,1,2,4,0.0047018
4,2,2,5,0.81408
4,3,2,6,0.0026549
4,4,2,7,0.34595
4,5,2,8,0.0043753
4,6,2,1,0.33008
4,7,2,2,0.35459
4,1,2,3,0.59372
4,2,2,4,0.0052971
4,3,2,5,0.81554
4,4,2,6,0.0026558
4,5,2,7,0.53028
4,6,2,8,0.0043909
4,7,2,1,0.34953
4,1,2,2,0.38925
4,2,2,3,0.58684
4,3,2,4,0.0052571
4,4,2,5,0.8168
4,5,2,6,0.0022209
4,6,2,7,0.54981
4,7,2,8,0.0043674
4,1,3,1,0.33744
4,2,3,2,0.37267
4,3,3,3,0.54501
4,4,3,4,0.0052986
4,5,3,5,0.81568
4,6,3,6,0.0022013
4,7,3,7,0.50805
4,1,3,8,0.0040244
4,2,3,1,0.31928
4,3,3,2,0.34371
4,4,3,3,0.57073
4,5,3,4,0.0052805
4,6,3,5,0.81424
4,7,3,6,0.0037543
4,1,3,7,0.5075
4,2,3,8,0.0040216
4,3,3,1,0.31399
4,4,3,2,0.39989
4,5,3,3,0.48629
4,6,3,4,0.0042743
4,7,3,5,0.81446
4,1,3,6,0.0014904
4,2,3,7,0.25043
4,3,3,8,0.0040271
4,4,3,1,0.49765
4,5,3,2,0.39637
4,6,3,3,0.68836
4,7,3,4,0.0052934
4,1,3,5,0.83732
4,2,3,6,0.0030091
4,3,3,7,0.63697
4,4,3,8,0.0040433
4,5,3,1,0.31694
4,6,3,2,0.36114
4,7,3,3,0.49362
4,1,3,4,0.0046472
4,2,3,5,0.81419
4,3,3,6,0.0026616
4,4,3,7,0.36227
4,5,3,8,0.0040228
4,6,3,1,0.39286
4,7,3,2,0.38368
4,1,3,3,0.65222
4,2,3,4,0.0053508
4,3,3,5,0.82154
4,4,3,6,0.0026538
4,5,3,7,0.60339
4,6,3,8,0.00404
4,7,3,1,0.33146
4,1,3,2,0.38346
4,2,3,3,0.53361
4,3,3,4,0.0051986
4,4,3,5,0.81525
4,5,3,6,0.0022003
4,6,3,7,0.52537
4,7,3,8,0.0040166
4,1,4,1,0.3336
4,2,4,2,0.36573
4,3,4,3,0.5397
4,4,4,4,0.0053002
4,5,4,5,0.81541
4,6,4,6,0.0022077
4,7,4,7,0.48955
4,1,4,8,0.0040602
4,2,4,1,0.31792
4,3,4,2,0.3456
4,4,4,3,0.56665
4,5,4,4,0.005291
4,6,4,5,0.81417
4,7,4,6,0.0037583
4,1,4,7,0.49236
4,2,4,8,0.0040577
4,3,4,1,0.30921
4,4,4,2,0.38824
4,5,4,3,0.49107
4,6,4,4,0.0042681
4,7,4,5,0.8141
4,1,4,6,0.0014988
4,2,4,7,0.24749
4,3,4,8,0.0040627
4,4,4,1,0.62521
4,5,4,2,0.4422
4,6,4,3,0.74548
4,7,4,4,0.0053565
4,1,4,5,0.86889
4,2,4,6,0.003021
4,3,4,7,0.67277
4,4,4,8,0.0040792
4,5,4,1,0.31426
4,6,4,2,0.33678
4,7,4,3,0.52622
4,1,4,4,0.0047368
4,2,4,5,0.81406
4,3,4,6,0.0026408
4,4,4,7,0.35626
4,5,4,8,0.0040627
4,6,4,1,0.41603
4,7,4,2,0.39015
4,1,4,3,0.66644
4,2,4,4,0.0053928
4,3,4,5,0.82437
4,4,4,6,0.0026644
4,5,4,7,0.62742
4,6,4,8,0.0040759
4,7,4,1,0.32472
4,1,4,2,0.37549
4,2,4,3,0.52781
4,3,4,4,0.0051979
4,4,4,5,0.81474
4,5,4,6,0.0022044
4,6,4,7,0.48954
4,7,4,8,0.0040524
4,1,5,1,0.31018
4,2,5,2,0.36532
4,3,5,3,0.55284
4,4,5,4,0.0051168
4,5,5,5,0.81406
4,6,5,6,0.0022222
4,7,5,7,0.47661
4,1,5,8,0.0041917
4,2,5,1,0.29799
4,3,5,2,0.33551
4,4,5,3,0.55017
4,5,5,4,0.0051888
4,6,5,5,0.81299
4,7,5,6,0.0037662
4,1,5,7,0.46739
4,2,5,8,0.0042106
4,3,5,1,0.28977
4,4,5,2,0.37994
4,5,5,3,0.48864
4,6,5,4,0.0041318
4,7,5,5,0.81303
4,1,5,6,0.0015161
4,2,5,7,0.22676
4,3,5,8,0.0042018
4,4,5,1,0.32922
4,5,5,2,0.34719
4,6,5,3,0.6005
