Transform,Detail,Approximate,Metric,Value
2,4,5,4,0.005182
2,5,5,5,0.80799
2,6,5,6,0.0021857
2,7,5,7,0.47234
2,1,5,8,0.0030029
2,2,5,1,0.22176
2,3,5,2,0.58407
2,4,5,3,0.52736
2,5,5,4,0.0048202
2,6,5,5,0.80661
2,7,5,6,0.0037707
2,1,5,7,0.352
2,2,5,8,0.0030195
2,3,5,1,0.21058
2,4,5,2,0.5737
2,5,5,3,0.5007
2,6,5,4,0.0039904
2,7,5,5,0.80637
2,1,5,6,0.0019124
2,2,5,7,0.15008
2,3,5,8,0.002987
2,4,5,1,0.29959
2,5,5,2,0.55167
2,6,5,3,0.60908
2,7,5,4,0.0053852
2,1,5,5,0.81029
2,2,5,6,0.0033858
2,3,5,7,0.5395
2,4,5,8,0.0030086
2,5,5,1,0.1997
2,6,5,2,0.57226
2,7,5,3,0.50493
2,1,5,4,0.0042785
2,2,5,5,0.80603
2,3,5,6,0.0030979
2,4,5,7,0.20754
2,5,5,8,0.0030067
2,6,5,1,0.27748
2,7,5,2,0.53175
2,1,5,3,0.57227
2,2,5,4,0.0053008
2,3,5,5,0.80881
2,4,5,6,0.0029651
2,5,5,7,0.51946
2,6,5,8,0.0030096
2,7,5,1,0.26131
2,1,5,2,0.53268
2,2,5,3,0.56484
2,3,5,4,0.0050171
2,4,5,5,0.80789
2,5,5,6,0.0019536
2,6,5,7,0.4337
2,7,5,8,0.0029995
2,1,6,1,0.28953
2,2,6,2,0.49987
2,3,6,3,0.58828
2,4,6,4,0.0052245
2,5,6,5,0.80892
2,6,6,6,0.0021855
2,7,6,7,0.50824
2,1,6,8,0.0029938
2,2,6,1,0.2273
2,3,6,2,0.58281
2,4,6,3,0.52692
2,5,6,4,0.0048222
2,6,6,5,0.80677
2,7,6,6,0.0037708
2,1,6,7,0.36464
2,2,6,8,0.0030096
2,3,6,1,0.21773
2,4,6,2,0.56747
2,5,6,3,0.5024
2,6,6,4,0.0040021
2,7,6,5,0.8066
2,1,6,6,0.0019089
2,2,6,7,0.15918
2,3,6,8,0.0029779
2,4,6,1,0.43387
2,5,6,2,0.54755
2,6,6,3,0.66589
2,7,6,4,0.0054308
2,1,6,5,0.81927
2,2,6,6,0.0033837
2,3,6,7,0.59916
2,4,6,8,0.0030005
2,5,6,1,0.20681
2,6,6,2,0.61187
2,7,6,3,0.51325
2,1,6,4,0.0042865
2,2,6,5,0.80625
2,3,6,6,0.0030344
2,4,6,7,0.21875
2,5,6,8,0.0029943
2,6,6,1,0.33778
2,7,6,2,0.55509
2,1,6,3,0.58795
2,2,6,4,0.0053406
2,3,6,5,0.8113
2,4,6,6,0.0029644
2,5,6,7,0.58275
2,6,6,8,0.0030012
2,7,6,1,0.27642
2,1,6,2,0.53748
2,2,6,3,0.56502
2,3,6,4,0.0050489
2,4,6,5,0.80841
2,5,6,6,0.0019527
2,6,6,7,0.47091
2,7,6,8,0.0029886
2,1,7,1,0.30567
2,2,7,2,0.51768
2,3,7,3,0.60365
2,4,7,4,0.0052328
2,5,7,5,0.80927
2,6,7,6,0.0021849
2,7,7,7,0.51168
2,1,7,8,0.0030091
2,2,7,1,0.22382
2,3,7,2,0.57305
2,4,7,3,0.52172
2,5,7,4,0.0048271
2,6,7,5,0.80664
2,7,7,6,0.0037686
2,1,7,7,0.36632
2,2,7,8,0.0030251
2,3,7,1,0.21674
2,4,7,2,0.56828
2,5,7,3,0.50433
2,6,7,4,0.0039998
2,7,7,5,0.80656
2,1,7,6,0.001912
2,2,7,7,0.15997
2,3,7,8,0.002993
2,4,7,1,0.32491
2,5,7,2,0.53975
2,6,7,3,0.63839
2,7,7,4,0.0054137
2,1,7,5,0.8118
2,2,7,6,0.0033839
2,3,7,7,0.59163
2,4,7,8,0.003016
2,5,7,1,0.20547
2,6,7,2,0.55309
2,7,7,3,0.49507
2,1,7,4,0.0042723
2,2,7,5,0.80617
2,3,7,6,0.0030369
2,4,7,7,0.21288
2,5,7,8,0.0030079
2,6,7,1,0.29703
2,7,7,2,0.54755
2,1,7,3,0.59111
2,2,7,4,0.0053327
2,3,7,5,0.80957
2,4,7,6,0.0029644
2,5,7,7,0.57713
2,6,7,8,0.0030167
2,7,7,1,0.29995
2,1,7,2,0.56319
2,2,7,3,0.57772
2,3,7,4,0.005058
2,4,7,5,0.80898
2,5,7,6,0.0019519
2,6,7,7,0.47737
2,7,7,8,0.0030039
2,1,1,1,0.35502
2,2,1,2,0.3857
2,3,1,3,0.63998
2,4,1,4,0.0056648
2,5,1,5,0.81611
2,6,1,6,0.0021854
2,7,1,7,0.61017
2,1,1,8,0.0021183
2,2,1,1,0.27196
2,3,1,2,0.44396
2,4,1,3,0.59084
2,5,1,4,0.005219
2,6,1,5,0.81133
2,7,1,6,0.0037861
2,1,1,7,0.48484
2,2,1,8,0.0021359
2,3,1,1,0.26048
2,4,1,2,0.43739
2,5,1,3,0.50127
2,6,1,4,0.0039414
2,7,1,5,0.81066
2,1,1,6,0.0015027
2,2,1,7,0.21295
2,3,1,8,0.0021005
2,4,1,1,0.35906
2,5,1,2,0.42924
2,6,1,3,0.71506
2,7,1,4,0.0055621
2,1,1,5,0.81862
2,2,1,6,0.0033549
2,3,1,7,0.57608
2,4,1,8,0.0021292
2,5,1,1,0.24159
2,6,1,2,0.46771
2,7,1,3,0.53367
2,1,1,4,0.0043927
2,2,1,5,0.80973
2,3,1,6,0.002927
2,4,1,7,0.28409
2,5,1,8,0.0021198
2,6,1,1,0.34686
2,7,1,2,0.42818
2,1,1,3,0.69454
2,2,1,4,0.005695
2,3,1,5,0.8168
2,4,1,6,0.0030112
2,5,1,7,0.61324
2,6,1,8,0.0021283
2,7,1,1,0.33159
2,1,1,2,0.40884
2,2,1,3,0.59051
2,3,1,4,0.0054238
2,4,1,5,0.81452
2,5,1,6,0.0019017
2,6,1,7,0.58167
2,7,1,8,0.0021125
2,1,2,1,0.31866
2,2,2,2,0.40579
2,3,2,3,0.63695
2,4,2,4,0.0056425
2,5,2,5,0.81397
2,6,2,6,0.0021846
2,7,2,7,0.59468
2,1,2,8,0.0021507
2,2,2,1,0.26481
2,3,2,2,0.45182
2,4,2,3,0.59421
2,5,2,4,0.0052243
2,6,2,5,0.81099
2,7,2,6,0.0037826
2,1,2,7,0.47898
2,2,2,8,0.0021687
2,3,2,1,0.26172
2,4,2,2,0.44033
2,5,2,3,0.5052
2,6,2,4,0.0039331
2,7,2,5,0.81073
2,1,2,6,0.0015093
2,2,2,7,0.20739
2,3,2,8,0.0021326
2,4,2,1,0.35282
2,5,2,2,0.45215
2,6,2,3,0.69704
2,7,2,4,0.0055486
2,1,2,5,0.8182
2,2,2,6,0.0033545
2,3,2,7,0.55541
2,4,2,8,0.0021618
2,5,2,1,0.24043
2,6,2,2,0.44317
2,7,2,3,0.51848
2,1,2,4,0.0043177
2,2,2,5,0.80969
2,3,2,6,0.0029182
2,4,2,7,0.27327
2,5,2,8,0.0021513
2,6,2,1,0.32073
2,7,2,2,0.43377
2,1,2,3,0.67889
2,2,2,4,0.0056759
2,3,2,5,0.81479
2,4,2,6,0.0030107
2,5,2,7,0.59192
2,6,2,8,0.0021609
2,7,2,1,0.32137
2,1,2,2,0.40825
2,2,2,3,0.60186
2,3,2,4,0.0054207
2,4,2,5,0.81397
2,5,2,6,0.0019007
2,6,2,7,0.57088
2,7,2,8,0.0021448
2,1,3,1,0.32154
2,2,3,2,0.39073
2,3,3,3,0.62655
2,4,3,4,0.0056335
2,5,3,5,0.81415
2,6,3,6,0.0021876
2,7,3,7,0.60235
2,1,3,8,0.0020859
2,2,3,1,0.27319
2,3,3,2,0.43969
2,4,3,3,0.58621
2,5,3,4,0.0052071
2,6,3,5,0.81138
2,7,3,6,0.0037904
2,1,3,7,0.48147
2,2,3,8,0.0021031
2,3,3,1,0.25306
2,4,3,2,0.43057
2,5,3,3,0.49617
2,6,3,4,0.0039448
2,7,3,5,0.81032
2,1,3,6,0.0014983
2,2,3,7,0.21445
2,3,3,8,0.0020685
2,4,3,1,0.42819
2,5,3,2,0.41334
2,6,3,3,0.69141
2,7,3,4,0.0055508
2,1,3,5,0.82661
2,2,3,6,0.0033562
2,3,3,7,0.57932
2,4,3,8,0.0020966
2,5,3,1,0.24094
2,6,3,2,0.43277
2,7,3,3,0.5347
2,1,3,4,0.0043351
2,2,3,5,0.80979
2,3,3,6,0.0029105
2,4,3,7,0.28074
2,5,3,8,0.0020845
2,6,3,1,0.35969
2,7,3,2,0.43781
2,1,3,3,0.68289
2,2,3,4,0.0056881
2,3,3,5,0.81789
2,4,3,6,0.0030127
2,5,3,7,0.61413
2,6,3,8,0.0020957
2,7,3,1,0.30793
2,1,3,2,0.39928
2,2,3,3,0.57718
2,3,3,4,0.0053942
2,4,3,5,0.81318
2,5,3,6,0.0019043
2,6,3,7,0.57112
2,7,3,8,0.0020801
2,1,4,1,0.30146
2,2,4,2,0.39551
2,3,4,3,0.62616
2,4,4,4,0.0056304
2,5,4,5,0.81295
2,6,4,6,0.0021872
2,7,4,7,0.60033
2,1,4,8,0.0021048
2,2,4,1,0.26692
2,3,4,2,0.45922
2,4,4,3,0.58185
2,5,4,4,0.0052122
2,6,4,5,0.81105
2,7,4,6,0.0037882
2,1,4,7,0.48156
2,2,4,8,0.0021223
2,3,4,1,0.24962
2,4,4,2,0.44847
2,5,4,3,0.50701
2,6,4,4,0.0039406
2,7,4,5,0.81015
2,1,4,6,0.0015028
2,2,4,7,0.21273
2,3,4,8,0.0020873
2,4,4,1,0.62123
2,5,4,2,0.45275
2,6,4,3,0.7757
2,7,4,4,0.0055854
2,1,4,5,0.86603
2,2,4,6,0.0033559
2,3,4,7,0.58717
2,4,4,8,0.0021154
2,5,4,1,0.23745
2,6,4,2,0.44564
2,7,4,3,0.53359
2,1,4,4,0.0043802
2,2,4,5,0.80962
2,3,4,6,0.002913
2,4,4,7,0.28197
2,5,4,8,0.0021062
2,6,4,1,0.36835
2,7,4,2,0.45764
2,1,4,3,0.69124
2,2,4,4,0.0056968
2,3,4,5,0.8186
2,4,4,6,0.0030124
2,5,4,7,0.61901
2,6,4,8,0.0021146
2,7,4,1,0.29059
2,1,4,2,0.40265
2,2,4,3,0.57119
2,3,4,4,0.0053942
2,4,4,5,0.81216
2,5,4,6,0.0019039
2,6,4,7,0.56934
2,7,4,8,0.0020991
2,1,5,1,0.298
2,2,5,2,0.40009
2,3,5,3,0.61764
2,4,5,4,0.0055869
2,5,5,5,0.81278
2,6,5,6,0.0021862
2,7,5,7,0.56028
2,1,5,8,0.0021237
2,2,5,1,0.26459
2,3,5,2,0.42744
2,4,5,3,0.58115
2,5,5,4,0.0052106
2,6,5,5,0.81098
2,7,5,6,0.0037894
2,1,5,7,0.46145
2,2,5,8,0.0021281
2,3,5,1,0.24913
2,4,5,2,0.43466
2,5,5,3,0.49251
2,6,5,4,0.0039247
2,7,5,5,0.81013
2,1,5,6,0.0015077
2,2,5,7,0.20282
2,3,5,8,0.0020998
2,4,5,1,0.3225
2,5,5,2,0.43433
2,6,5,3,0.67557
2,7,5,4,0.0055078
2,1,5,5,0.81537
2,2,5,6,0.0033567
2,3,5,7,0.52711
2,4,5,8,0.0021318
2,5,5,1,0.23796
2,6,5,2,0.44364
2,7,5,3,0.53441
2,1,5,4,0.0043382
2,2,5,5,0.80967
2,3,5,6,0.0029076
2,4,5,7,0.26632
2,5,5,8,0.0021261
2,6,5,1,0.31302
2,7,5,2,0.4418
2,1,5,3,0.66105
2,2,5,4,0.0056509
2,3,5,5,0.81427
2,4,5,6,0.0030127
2,5,5,7,0.57162
2,6,5,8,0.0021295
2,7,5,1,0.297
2,1,5,2,0.41238
2,2,5,3,0.60816
2,3,5,4,0.0053706
2,4,5,5,0.81268
2,5,5,6,0.0019039
2,6,5,7,0.53841
2,7,5,8,0.0021086
2,1,6,1,0.31868
2,2,6,2,0.3901
2,3,6,3,0.62782
2,4,6,4,0.0056423
2,5,6,5,0.81396
2,6,6,6,0.002187
2,7,6,7,0.60579
2,1,6,8,0.0021056
2,2,6,1,0.27075
2,3,6,2,0.4487
2,4,6,3,0.58472
2,5,6,4,0.005214
2,6,6,5,0.81125
2,7,6,6,0.003788
2,1,6,7,0.4839
2,2,6,8,0.0021231
2,3,6,1,0.25384
2,4,6,2,0.44288
2,5,6,3,0.50454
2,6,6,4,0.0039421
2,7,6,5,0.81035
2,1,6,6,0.0015024
2,2,6,7,0.21343
2,3,6,8,0.002088
2,4,6,1,0.45449
2,5,6,2,0.4361
2,6,6,3,0.74951
2,7,6,4,0.0055804
2,1,6,5,0.8301
2,2,6,6,0.0033557
2,3,6,7,0.58572
2,4,6,8,0.0021163
2,5,6,1,0.23924
2,6,6,2,0.4209
2,7,6,3,0.50053
2,1,6,4,0.0043171
2,2,6,5,0.80964
2,3,6,6,0.002869
2,4,6,7,0.27081
2,5,6,8,0.0021047
2,6,6,1,0.38018
2,7,6,2,0.45869
2,1,6,3,0.69294
2,2,6,4,0.0057007
2,3,6,5,0.81962
2,4,6,6,0.0030122
2,5,6,7,0.61976
2,6,6,8,0.0021154
2,7,6,1,0.30508
2,1,6,2,0.41049
2,2,6,3,0.57269
2,3,6,4,0.0054055
2,4,6,5,0.81294
2,5,6,6,0.0019035
2,6,6,7,0.57504
2,7,6,8,0.0020999
2,1,7,1,0.33398
2,2,7,2,0.39658
2,3,7,3,0.63863
2,4,7,4,0.0056586
2,5,7,5,0.81485
2,6,7,6,0.0021849
2,7,7,7,0.60866
2,1,7,8,0.0021259
2,2,7,1,0.26934
2,3,7,2,0.44437
2,4,7,3,0.5923
2,5,7,4,0.0052209
2,6,7,5,0.8112
2,7,7,6,0.0037852
2,1,7,7,0.48353
2,2,7,8,0.0021436
2,3,7,1,0.26164
2,4,7,2,0.43736
2,5,7,3,0.49989
2,6,7,4,0.0039402
2,7,7,5,0.81071
2,1,7,6,0.0015035
2,2,7,7,0.21207
2,3,7,8,0.002108
2,4,7,1,0.34262
2,5,7,2,0.43506
2,6,7,3,0.70663
2,7,7,4,0.0055544
2,1,7,5,0.81717
2,2,7,6,0.0033546
2,3,7,7,0.56984
2,4,7,8,0.0021369
2,5,7,1,0.24118
2,6,7,2,0.45972
2,7,7,3,0.53938
2,1,7,4,0.0043571
2,2,7,5,0.80977
2,3,7,6,0.0028908
2,4,7,7,0.28509
2,5,7,8,0.0021254
2,6,7,1,0.33353
2,7,7,2,0.42389
2,1,7,3,0.6886
2,2,7,4,0.0056894
2,3,7,5,0.81579
2,4,7,6,0.0030109
2,5,7,7,0.60755
2,6,7,8,0.002136
2,7,7,1,0.33587
2,1,7,2,0.41024
2,2,7,3,0.60879
2,3,7,4,0.0054273
2,4,7,5,0.81483
2,5,7,6,0.001901
2,6,7,7,0.58189
2,7,7,8,0.00212
2,1,1,1,0.31806
2,2,1,2,0.35609
2,3,1,3,0.65444
2,4,1,4,0.0054362
2,5,1,5,0.81355
2,6,1,6,0.0023736
2,7,1,7,0.60403
2,1,1,8,0.0015833
2,2,1,1,0.24442
2,3,1,2,0.42733
2,4,1,3,0.57923
2,5,1,4,0.0050163
2,6,1,5,0.80947
2,7,1,6,0.003766
2,1,1,7,0.49212
2,2,1,8,0.0015996
2,3,1,1,0.23441
2,4,1,2,0.4211
2,5,1,3,0.56227
2,6,1,4,0.0042359
2,7,1,5,0.80905
2,1,1,6,0.0019579
2,2,1,7,0.28895
2,3,1,8,0.001567
2,4,1,1,0.35095
2,5,1,2,0.39665
2,6,1,3,0.70813
2,7,1,4,0.0052613
2,1,1,5,0.8181
2,2,1,6,0.0025599
2,3,1,7,0.80617
2,4,1,8,0.0015766
2,5,1,1,0.22465
2,6,1,2,0.44284
2,7,1,3,0.54294
2,1,1,4,0.0045246
2,2,1,5,0.80848
2,3,1,6,0.0030245
2,4,1,7,0.34838
2,5,1,8,0.001583
2,6,1,1,0.31952
2,7,1,2,0.41883
2,1,1,3,0.68177
2,2,1,4,0.0052535
2,3,1,5,0.81441
2,4,1,6,0.002271
2,5,1,7,0.74819
2,6,1,8,0.0015759
2,7,1,1,0.3056
2,1,1,2,0.42011
2,2,1,3,0.6702
2,3,1,4,0.0055102
2,4,1,5,0.81297
2,5,1,6,0.0027653
2,6,1,7,0.64335
2,7,1,8,0.0015886
2,1,2,1,0.29431
2,2,2,2,0.37212
2,3,2,3,0.6472
2,4,2,4,0.0054288
2,5,2,5,0.81216
2,6,2,6,0.0023741
2,7,2,7,0.59876
2,1,2,8,0.0016106
2,2,2,1,0.24067
2,3,2,2,0.43579
2,4,2,3,0.58608
2,5,2,4,0.0050206
2,6,2,5,0.8093
2,7,2,6,0.0037638
2,1,2,7,0.49114
2,2,2,8,0.0016273
2,3,2,1,0.2345
2,4,2,2,0.41376
2,5,2,3,0.55905
2,6,2,4,0.0042276
2,7,2,5,0.80906
2,1,2,6,0.0019633
2,2,2,7,0.28672
2,3,2,8,0.0015939
2,4,2,1,0.44913
2,5,2,2,0.4343
2,6,2,3,0.71051
2,7,2,4,0.005272
2,1,2,5,0.83054
2,2,2,6,0.0025602
2,3,2,7,0.80867
2,4,2,8,0.0016037
2,5,2,1,0.22362
2,6,2,2,0.45833
2,7,2,3,0.57722
2,1,2,4,0.004532
2,2,2,5,0.80851
2,3,2,6,0.0030573
2,4,2,7,0.34798
2,5,2,8,0.0016131
2,6,2,1,0.33053
2,7,2,2,0.41473
2,1,2,3,0.67925
2,2,2,4,0.0052538
2,3,2,5,0.81536
2,4,2,6,0.0022714
2,5,2,7,0.74714
2,6,2,8,0.001603
2,7,2,1,0.2897
2,1,2,2,0.40724
2,2,2,3,0.66396
2,3,2,4,0.0054999
2,4,2,5,0.81204
2,5,2,6,0.0027659
2,6,2,7,0.63124
2,7,2,8,0.001616
2,1,3,1,0.29806
2,2,3,2,0.36859
2,3,3,3,0.65811
2,4,3,4,0.0054219
2,5,3,5,0.81247
2,6,3,6,0.0023739
2,7,3,7,0.59932
2,1,3,8,0.001556
2,2,3,1,0.24472
2,3,3,2,0.41719
2,4,3,3,0.5726
2,5,3,4,0.0050085
2,6,3,5,0.80949
2,7,3,6,0.0037686
2,1,3,7,0.48833
2,2,3,8,0.0015719
2,3,3,1,0.23154
2,4,3,2,0.42665
2,5,3,3,0.56491
2,6,3,4,0.0042421
2,7,3,5,0.80893
2,1,3,6,0.0019533
2,2,3,7,0.28703
2,3,3,8,0.00154
2,4,3,1,0.33003
2,5,3,2,0.38413
2,6,3,3,0.6989
2,7,3,4,0.0052374
2,1,3,5,0.81611
2,2,3,6,0.0025603
2,3,3,7,0.7823
2,4,3,8,0.0015496
2,5,3,1,0.22557
2,6,3,2,0.40698
2,7,3,3,0.56234
2,1,3,4,0.0045113
2,2,3,5,0.80862
2,3,3,6,0.0030445
2,4,3,7,0.35011
2,5,3,8,0.0015555
2,6,3,1,0.29864
2,7,3,2,0.41555
2,1,3,3,0.67597
2,2,3,4,0.0052366
2,3,3,5,0.81291
2,4,3,6,0.0022715
2,5,3,7,0.73012
2,6,3,8,0.0015488
2,7,3,1,0.30517
2,1,3,2,0.42053
2,2,3,3,0.66839
2,3,3,4,0.0055057
2,4,3,5,0.81297
2,5,3,6,0.0027654
2,6,3,7,0.64328
2,7,3,8,0.0015612
2,1,4,1,0.28847
2,2,4,2,0.37206
2,3,4,3,0.64809
2,4,4,4,0.0054278
2,5,4,5,0.81185
2,6,4,6,0.0023747
2,7,4,7,0.59877
2,1,4,8,0.0015989
2,2,4,1,0.23827
2,3,4,2,0.39783
2,4,4,3,0.56135
2,5,4,4,0.0050203
2,6,4,5,0.80916
2,7,4,6,0.0037653
2,1,4,7,0.49011
2,2,4,8,0.0016154
2,3,4,1,0.23253
2,4,4,2,0.41689
2,5,4,3,0.55535
2,6,4,4,0.0042309
2,7,4,5,0.80895
2,1,4,6,0.0019617
2,2,4,7,0.28733
2,3,4,8,0.0015822
2,4,4,1,0.60392
2,5,4,2,0.43342
2,6,4,3,0.73883
2,7,4,4,0.0052835
2,1,4,5,0.86334
2,2,4,6,0.0025607
2,3,4,7,0.81799
2,4,4,8,0.0015919
2,5,4,1,0.2224
2,6,4,2,0.42089
2,7,4,3,0.57495
2,1,4,4,0.0045237
2,2,4,5,0.80849
2,3,4,6,0.0030022
2,4,4,7,0.35245
2,5,4,8,0.0016011
2,6,4,1,0.33928
2,7,4,2,0.42313
2,1,4,3,0.68357
2,2,4,4,0.0052593
2,3,4,5,0.81611
2,4,4,6,0.0022719
2,5,4,7,0.75165
2,6,4,8,0.0015913
2,7,4,1,0.28749
2,1,4,2,0.40633
2,2,4,3,0.66511
2,3,4,4,0.0055001
2,4,4,5,0.8119
2,5,4,6,0.0027663
2,6,4,7,0.63182
2,7,4,8,0.0016043
2,1,5,1,0.28034
2,2,5,2,0.38461
2,3,5,3,0.65056
2,4,5,4,0.0053992
2,5,5,5,0.81144
2,6,5,6,0.0023764
2,7,5,7,0.56786
2,1,5,8,0.0015796
2,2,5,1,0.23928
2,3,5,2,0.40913
2,4,5,3,0.56334
2,5,5,4,0.0050082
2,6,5,5,0.80922
2,7,5,6,0.0037668
2,1,5,7,0.46723
2,2,5,8,0.0015982
2,3,5,1,0.2271
2,4,5,2,0.40963
2,5,5,3,0.56113
2,6,5,4,0.0042261
2,7,5,5,0.80874
2,1,5,6,0.0019599
2,2,5,7,0.27185
2,3,5,8,0.0015679
2,4,5,1,0.31502
2,5,5,2,0.39003
2,6,5,3,0.67895
2,7,5,4,0.0052226
2,1,5,5,0.81485
2,2,5,6,0.0025615
2,3,5,7,0.74917
2,4,5,8,0.0015742
2,5,5,1,0.22131
2,6,5,2,0.46336
2,7,5,3,0.57563
2,1,5,4,0.004523
2,2,5,5,0.80845
2,3,5,6,0.0030359
2,4,5,7,0.33423
2,5,5,8,0.0015841
2,6,5,1,0.28381
2,7,5,2,0.3967
2,1,5,3,0.66307
2,2,5,4,0.0052077
2,3,5,5,0.812
2,4,5,6,0.0022722
2,5,5,7,0.69271
2,6,5,8,0.0015763
2,7,5,1,0.28238
2,1,5,2,0.42192
2,2,5,3,0.66501
2,3,5,4,0.0054831
2,4,5,5,0.81163
2,5,5,6,0.0027661
2,6,5,7,0.60305
2,7,5,8,0.0015881
2,1,6,1,0.29538
2,2,6,2,0.3747
2,3,6,3,0.64994
2,4,6,4,0.0054321
2,5,6,5,0.81223
2,6,6,6,0.0023743
2,7,6,7,0.60135
2,1,6,8,0.0015972
2,2,6,1,0.2403
2,3,6,2,0.40872
2,4,6,3,0.57024
2,5,6,4,0.0050201
2,6,6,5,0.80927
2,7,6,6,0.0037652
2,1,6,7,0.49129
2,2,6,8,0.0016138
2,3,6,1,0.23415
2,4,6,2,0.41476
2,5,6,3,0.5572
2,6,6,4,0.0042313
2,7,6,5,0.80903
2,1,6,6,0.0019611
2,2,6,7,0.2881
2,3,6,8,0.0015806
2,4,6,1,0.46253
2,5,6,2,0.42193
2,6,6,3,0.71978
2,7,6,4,0.0052802
2,1,6,5,0.83246
2,2,6,6,0.0025604
2,3,6,7,0.81629
2,4,6,8,0.0015903
2,5,6,1,0.22196
2,6,6,2,0.45513
2,7,6,3,0.55715
2,1,6,4,0.0045266
2,2,6,5,0.80838
2,3,6,6,0.0029996
2,4,6,7,0.33911
2,5,6,8,0.0015975
2,6,6,1,0.34338
2,7,6,2,0.424
2,1,6,3,0.68448
2,2,6,4,0.0052601
2,3,6,5,0.8163
2,4,6,6,0.0022716
2,5,6,7,0.75266
2,6,6,8,0.0015897
2,7,6,1,0.29401
2,1,6,2,0.41117
2,2,6,3,0.66711
2,3,6,4,0.0055041
2,4,6,5,0.81227
2,5,6,6,0.002766
2,6,6,7,0.63496
2,7,6,8,0.0016026
2,1,7,1,0.30572
2,2,7,2,0.36307
2,3,7,3,0.65591
2,4,7,4,0.005433
2,5,7,5,0.81289
2,6,7,6,0.0023734
2,7,7,7,0.60288
2,1,7,8,0.0015755
2,2,7,1,0.24524
2,3,7,2,0.42881
2,4,7,3,0.58021
2,5,7,4,0.005013
2,6,7,5,0.80951
2,7,7,6,0.0037666
2,1,7,7,0.49123
2,2,7,8,0.0015917
2,3,7,1,0.23249
2,4,7,2,0.42613
2,5,7,3,0.56428
2,6,7,4,0.0042387
2,7,7,5,0.80897
2,1,7,6,0.0019561
2,2,7,7,0.28838
2,3,7,8,0.0015593
2,4,7,1,0.32959
2,5,7,2,0.38303
2,6,7,3,0.70409
2,7,7,4,0.0052535
2,1,7,5,0.81611
2,2,7,6,0.0025598
2,3,7,7,0.79693
2,4,7,8,0.0015689
2,5,7,1,0.22474
2,6,7,2,0.45729
2,7,7,3,0.57798
2,1,7,4,0.0044953
2,2,7,5,0.80858
2,3,7,6,0.0030017
2,4,7,7,0.33916
2,5,7,8,0.0015753
2,6,7,1,0.30801
2,7,7,2,0.41536
2,1,7,3,0.67925
2,2,7,4,0.0052473
2,3,7,5,0.81356
2,4,7,6,0.0022709
2,5,7,7,0.74124
2,6,7,8,0.0015682
2,7,7,1,0.31048
2,1,7,2,0.41695
2,2,7,3,0.66879
2,3,7,4,0.0055115
2,4,7,5,0.81327
2,5,7,6,0.0027651
2,6,7,7,0.64497
2,7,7,8,0.0015807
2,1,1,1,0.46892
2,2,1,2,0.51048
2,3,1,3,0.53948
2,4,1,4,0.0060713
2,5,1,5,0.82145
2,6,1,6,0.0020358
2,7,1,7,0.70435
2,1,1,8,0.0066451
2,2,1,1,0.33529
2,3,1,2,0.4639
2,4,1,3,0.5318
2,5,1,4,0.0056036
2,6,1,5,0.81426
2,7,1,6,0.0036907
2,1,1,7,0.48529
2,2,1,8,0.006658
2,3,1,1,0.32868
2,4,1,2,0.48922
2,5,1,3,0.40227
2,6,1,4,0.004193
2,7,1,5,0.81395
2,1,1,6,0.0013701
2,2,1,7,0.13637
2,3,1,8,0.0066319
2,4,1,1,0.41479
2,5,1,2,0.48573
2,6,1,3,0.61369
2,7,1,4,0.0056214
2,1,1,5,0.8192
2,2,1,6,0.0036519
2,3,1,7,0.64246
2,4,1,8,0.0066793
2,5,1,1,0.3066
2,6,1,2,0.46826
2,7,1,3,0.45288
2,1,1,4,0.0047762
2,2,1,5,0.81307
2,3,1,6,0.0029031
2,4,1,7,0.21762
2,5,1,8,0.0066367
2,6,1,1,0.41538
2,7,1,2,0.50208
2,1,1,3,0.59481
2,2,1,4,0.0056585
2,3,1,5,0.81882
2,4,1,6,0.0032484
2,5,1,7,0.62752
2,6,1,8,0.0066693
2,7,1,1,0.43827
2,1,1,2,0.508
2,2,1,3,0.52556
2,3,1,4,0.0058696
2,4,1,5,0.81993
2,5,1,6,0.0016354
2,6,1,7,0.6187
2,7,1,8,0.0066352
2,1,2,1,0.39764
2,2,2,2,0.51026
2,3,2,3,0.52027
2,4,2,4,0.0059756
2,5,2,5,0.81741
2,6,2,6,0.0020355
2,7,2,7,0.673
2,1,2,8,0.0067566
2,2,2,1,0.33199
2,3,2,2,0.51919
2,4,2,3,0.5345
2,5,2,4,0.0056213
2,6,2,5,0.81414
2,7,2,6,0.0036865
2,1,2,7,0.47101
2,2,2,8,0.0067698
2,3,2,1,0.32865
2,4,2,2,0.48711
2,5,2,3,0.4094
2,6,2,4,0.0041532
2,7,2,5,0.81396
2,1,2,6,0.0013805
2,2,2,7,0.13185
2,3,2,8,0.0067432
2,4,2,1,0.36702
2,5,2,2,0.4863
2,6,2,3,0.5769
2,7,2,4,0.0054888
2,1,2,5,0.81627
2,2,2,6,0.0036525
2,3,2,7,0.59966
2,4,2,8,0.0067907
2,5,2,1,0.30697
2,6,2,2,0.48368
2,7,2,3,0.44748
2,1,2,4,0.0047988
2,2,2,5,0.81302
2,3,2,6,0.0028869
2,4,2,7,0.20941
2,5,2,8,0.0067587
2,6,2,1,0.36888
2,7,2,2,0.4851
2,1,2,3,0.56785
